language,topic_id,subtopic_id,title,source_url,word_count,text_preview,qa_relevant,qa_notes
en,B03,B03_S02,Centriole,https://en.wikipedia.org/wiki/Centriole,149,"In cell biology a centriole is a cylindrical organelle composed mainly of a protein called tubulin. Centrioles are found in most eukaryotic cells, but are not present in conifers (Pinophyta), flowering plants (angiosperms) and most fungi, and are only present in the male gametes of charophytes, bryophytes, seedless vascular plants, cycads, and Ginkgo. A bound pair of centrioles, surrounded by a highly ordered mass of dense material, called the pericentriolar material (PCM), makes up a structure ",,
en,B03,B03_S03,Space exploration,https://en.wikipedia.org/wiki/Space_exploration,265,"Space exploration is the physical investigation of outer space by uncrewed robotic space probes and through human spaceflight. While the observation of objects in space, known as astronomy, predates reliable recorded history, it was the development of large and relatively efficient rockets during the mid-twentieth century that allowed physical space exploration to become a reality. Common rationales for exploring space include advancing scientific research, national prestige, uniting different n",,
en,B03,B03_S04,TensorFlow,https://en.wikipedia.org/wiki/TensorFlow,124,"TensorFlow is a software library for machine learning and artificial intelligence. It can be used across a range of tasks, but is used mainly for training and inference of neural networks. It is one of the most popular deep learning frameworks, alongside others such as PyTorch. It is free and open-source software released under the Apache License 2.0. It was developed by the Google Brain team for Google's internal use in research and production. The initial version was released under the Apache ",,
en,B03,B03_S05,Climate change in American Samoa,https://en.wikipedia.org/wiki/Climate_change_in_American_Samoa,109,"Climate change in American Samoa encompasses the effects of climate change, attributed to man-made increases in atmospheric carbon dioxide, in the U.S. territory of American Samoa. The American Samoa Environmental Protection Agency (ASEPA) notes that the territory ""has a fragile ecosystem"" which is ""directly and immediately impacted by global climate change"". The Human Rights Measurement Initiative finds that the climate crisis has worsened human rights conditions in American Samoa slightly (2.3",,
en,B04,B04_S01,Travel health nursing,https://en.wikipedia.org/wiki/Travel_health_nursing,132,"Travel health nursing is a nursing specialty which promotes the health and safety of national and international travelers. Similar to travel medicine, it is an interdisciplinary practice which draws from the knowledge bases of vaccines, epidemiology, tropical medicine, public health, and health education. Travel nursing has experienced an increase in global demand due to the evolution of travel medicine. Travel health nursing was recognized during the 1980s as an emerging occupation to meet the ",,
en,B04,B04_S02,Ménière's disease,https://en.wikipedia.org/wiki/M%C3%A9ni%C3%A8re%27s_disease,268,"Ménière's disease (MD) is a disease of the inner ear characterized by potentially severe and incapacitating episodes of vertigo, tinnitus, hearing loss, and a feeling of fullness in the ear. Typically, only one ear is affected initially, but over time, both ears may become involved. Episodes generally last from 20 minutes to a few hours, with varying time between episodes. The hearing loss and ringing in the ears can become constant over time. Ménière's disease was identified in the mid-1800s by",,
en,B04,B04_S03,Pharmacokinetics,https://en.wikipedia.org/wiki/Pharmacokinetics,148,"Pharmacokinetics (from Ancient Greek pharmakon 'drug' and kinetikos 'moving, putting in motion'; see chemical kinetics), sometimes abbreviated as PK, is a branch of pharmacology dedicated to describing how the body affects a specific substance after administration. The substances of interest include any chemical xenobiotics such as pharmaceutical drugs, pesticides, food additives, cosmetics, etc. PK attempts to analyze chemical metabolism and discover the fate of a chemical from the moment that ",,
en,B04,B04_S04,Health in Algeria,https://en.wikipedia.org/wiki/Health_in_Algeria,235,"Algeria is the largest country in Africa and is estimated to have a population of around 46,278,751 people. Algeria has a public health care system, which is accessible and free of charge to all citizens of Algeria. The public health care system is financed by the government of Algeria. Given Algeria's young population, policy favors preventive health care and clinics over hospitals. In keeping with this policy, the government maintains an intensive immunization programme and a policy which allo",,
en,B05,B05_S01,Literary genre,https://en.wikipedia.org/wiki/Literary_genre,120,"A literary genre is a category of literature. Genres may be determined by literary technique, tone, content, or length (especially for fiction). They generally move from more abstract, encompassing classes, which are then further sub-divided into more concrete distinctions. The distinctions between genres and categories are flexible and loosely defined, and even the rules designating genres change over time and are fairly unstable. Genres can all be in the form of prose or poetry. Additionally, ",,
en,B05,B05_S02,Theory of Literature,https://en.wikipedia.org/wiki/Theory_of_Literature,245,"Theory of Literature is a book on literary scholarship by René Wellek, of the structuralist Prague school, and Austin Warren, a self-described ""old New Critic"". The two met at the University of Iowa in the late 1930s, and by 1940 had begun writing the book; they wrote collaboratively, in a single voice over a period of three years. Its contents were based on their shared understandings of literature. Originally consisting of twenty chapters – one was cut in later editions – Theory of Literature ",,
en,B05,B05_S03,Leo Tolstoy,https://en.wikipedia.org/wiki/Leo_Tolstoy,265,"Count Lev Nikolayevich Tolstoy (; Russian: Лев Николаевич Толстой, IPA: [ˈlʲef nʲɪkɐˈla(j)ɪvʲɪtɕ tɐlˈstoj] ; 9 September [O.S. 28 August] 1828 – 20 November [O.S. 7 November] 1910), usually referred to in English as Leo Tolstoy, was a Russian writer. He is regarded as one of the greatest and most influential authors of all time. Born to an aristocratic family, Tolstoy achieved acclaim in his twenties with his semi-autobiographical trilogy, Childhood, Boyhood and Youth (1852–1856), and with Sevas",,
en,B05,B05_S04,The Final Sanction (novel),https://en.wikipedia.org/wiki/The_Final_Sanction_(novel),50,"The Final Sanction is a BBC Books original novel written by Steve Lyons and based on the long-running British science fiction television series Doctor Who. It features the Second Doctor, Zoe and Jamie. It was the last book in the series to use the ""silver"" version of the film logo.",,
en,B06,B06_S01,671 BC,https://en.wikipedia.org/wiki/671_BC,55,"The year 671 BC was a year of the pre-Julian Roman calendar. In the Roman Empire, it was known as year 83 Ab urbe condita. The denomination 671 BC for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",,
en,B06,B06_S02,Medieval technology,https://en.wikipedia.org/wiki/Medieval_technology,264,"Medieval technology is the technology used in medieval Europe under Christian rule. After the Renaissance of the 12th century, medieval Europe saw a radical change in the rate of new inventions, innovations in the ways of managing traditional means of production, and economic growth. The period saw major technological advances, including the adoption of gunpowder, the invention of vertical windmills, spectacles, mechanical clocks, and greatly improved water mills, building techniques (Gothic arc",,
en,B06,B06_S03,Francisco Veiga,https://en.wikipedia.org/wiki/Francisco_Veiga,78,"Francisco José Veiga Rodríguez (born 1958 in Madrid) is a Spanish historian, journalist and writer. He is a doctor and professor in the Department of Contemporary History at the Autonomous University of Barcelona (UAB), where he has been a professor since 1983, with a focus on Eastern Europe, the countries of the former Soviet Union, the countries of the Balkan Peninsula and Turkey. He is an author of newspaper articles for El Periódico de Catalunya and El País.",,
en,B06,B06_S04,Machine Age,https://en.wikipedia.org/wiki/Machine_Age,153,"The Machine Age is an era that includes the early-to-mid 20th century, sometimes also including the late 19th century. An approximate dating would be about 1880 to 1945. Considered to be at its peak in the time between the first and second world wars, the Machine Age overlaps with the late part of the Second Industrial Revolution (which ended around 1914 at the start of World War I) and continues beyond it until 1 945 at the end of World War II. The 1940s saw the beginning of the Atomic Age, whe",,
en,B07,B07_S01,Education in Hong Kong,https://en.wikipedia.org/wiki/Education_in_Hong_Kong,83,"Education in Hong Kong used to be largely modelled on that of the United Kingdom, particularly the English system. Since 2012, the overhaul of secondary school diploma has introduced changes to the number of school years as well as the two-tier general examinations. The DSE has replaced the old HKCEE (similar to the UK's GCSE) and the A-levels. Education policy in Hong Kong is overseen by the Education Bureau and the Social Welfare Department. The academic year begins mid-year, usually starting ",,
en,B07,B07_S02,Shanghai Polytechnic University,https://en.wikipedia.org/wiki/Shanghai_Polytechnic_University,232,"Shanghai Polytechnic University (上海第二工业大学), also known as the Shanghai Second Polytechnic University, is a public university in Shanghai. It was founded in 1960. Founded in 1960, SSPU is an institution of higher education featured by engineering as its main discipline, with synchronized development of multi-disciplines, including Economics, Management Science, Literature and Natural Sciences. The university provides education of undergraduates, higher vocational students, master, international s",,
en,B07,B07_S03,Problem-based learning,https://en.wikipedia.org/wiki/Problem-based_learning,271,"Problem-based learning (PBL) is a teaching method in which students aim to learn about a subject through the experience of solving an open-ended problem found in trigger material. The PBL process does not focus on problem solving with a defined solution, but is designed for the development of other skills and attributes. This includes knowledge acquisition, enhanced group collaboration and communication. The PBL process was developed for medical education and has since been used for other progra",,
en,B07,B07_S04,West African Senior School Certificate Examination,https://en.wikipedia.org/wiki/West_African_Senior_School_Certificate_Examination,105,The West African Senior School Certificate Examination (WASSCE) is a type of standardized test in West Africa. Students who pass the exam receive a certificate confirming their graduation from secondary education. It is administered by the West African Examinations Council (WAEC). It is only offered to candidates residing in Anglophone West African countries. The academic school-leaving qualification awarded upon successful completion of the exams is the West African Senior School Certificate. T,,
en,B08,B08_S01,Macroeconomics,https://en.wikipedia.org/wiki/Macroeconomics,279,"Macroeconomics is a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as a whole. This includes regional, national, and global economies. Macroeconomists study aggregate measures of the economy, such as output or gross domestic product (GDP), national income, unemployment, inflation, consumption, saving, investment, or trade. Macroeconomics is primarily focused on questions that help to understand aggregate variables in relation to long-r",,
en,B08,B08_S02,Bourse de Tunis,https://en.wikipedia.org/wiki/Bourse_de_Tunis,261,"The Bourse des Valeurs Mobilières de Tunis (BVMT) or Bourse de Tunis (Arabic: بورصة تونس) is a stock exchange based in Tunis, Tunisia. It was founded in 1969, and currently lists around 50 stocks. The exchange is under the control of the state-run Financial Market Council. The government has provided tax breaks to increase the number of listings, but companies have been slow in going public. The creation of the award was in February 1969. Although this creation is relatively old, the role of the",,
en,B08,B08_S03,Structure–conduct–performance paradigm,https://en.wikipedia.org/wiki/Structure%E2%80%93conduct%E2%80%93performance_paradigm,169,"The structure–conduct–performance (SCP) paradigm, first published by economists Edward Chamberlin and Joan Robinson in 1933 and subsequently developed by Joe S. Bain, is a model in industrial organization economics that offers a causal theoretical explanation for firm performance through economic conduct on incomplete markets. This model has had direct influence on subsequent industrial economics models such as Porter's five forces analysis. According to the structure–conduct–performance paradig",,
en,B08,B08_S04,Angel investor,https://en.wikipedia.org/wiki/Angel_investor,157,"An angel investor (also known as a business angel, informal investor, angel funder, private investor, or seed investor) is an individual who provides capital to a business or businesses, including startups, usually in exchange for convertible debt or ownership equity. Angel investors often provide support to startups at a very early stage (when the risk of their failure is relatively high), once or in a consecutive manner, and when most investors are not prepared to back them. According to a sur",,
ru,B01,B01_S01,Научно-исследовательские и опытно-конструкторские работы,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D1%87%D0%BD%D0%BE-%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B5_%D0%B8_%D0%BE%D0%BF%D1%8B%D1%82%D0%BD%D0%BE-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B5_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B,142,"Нау́чно-иссле́довательские и о́пытно-констру́кторские рабо́ты (НИОКР) или R&D (Research & Development) — особенный вид работ в рамках гражданско-правовых обязательств, для выполнения которых необходимо получение новых знаний и практическое их применение при создании нового изделия или технологии. В системах гражданского права, выделяющих отдельно опытно-конструкторские работы от научно-исследовательских, используется термин инжиниринг. «Научно-исследовательские работы» и «опытно-конструкторские ",,
ru,B01,B01_S02,Сверхурочная работа,https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%80%D1%85%D1%83%D1%80%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0,45,"Сверхуро́чная рабо́та в трудовом праве — работа сверх установленной (нормальной) продолжительности рабочего времени, выполняемая по инициативе работодателя (в отличие от совместительства, когда работа производится по инициативе работника). Согласно исследованию Университетского колледжа Лондона, больше 15 часов сверхурочных в неделю на треть повышает риск инфаркта и инсульта.",,
ru,B01,B01_S03,Система налогообложения при выполнении соглашений о разделе продукции в Российской Федерации,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%BD%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%D0%BE%D0%B1%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F_%D0%BF%D1%80%D0%B8_%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D0%B8_%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B9_%D0%BE_%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B5_%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8,177,"Система налогообложения при выполнении соглашений о разделе продукции — специальная система налогообложения, специальный налоговый режим, применяемый при выполнении соглашений, которые заключены в соответствии с Федеральным законом от 30.12.1995 г. № 225-ФЗ «О соглашениях о разделе продукции». Действие подобного режима выгодно как инвестору, так и государству: первый имеет благоприятные условия для вклада средств в поиск, разведку, а также добычу полезных ископаемых; государство приобретает гара",,
ru,B01,B01_S04,Аборты в Китае,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%BE%D1%80%D1%82%D1%8B_%D0%B2_%D0%9A%D0%B8%D1%82%D0%B0%D0%B5,48,"Аборты в Китае являются законными, это государственная услуга, предоставляемая женщинам по их решению, за исключением селективных абортов. В дополнение к доступности средств контрацепции, аборт является распространённым способом сдерживания роста населения в Китае в соответствии с политикой одного ребёнка. Такая политика продолжалась в Китае с 1979 по 2015 годы.",,
ru,B01,B01_S05,Судебный прецедент,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B4%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9_%D0%BF%D1%80%D0%B5%D1%86%D0%B5%D0%B4%D0%B5%D0%BD%D1%82,80,"Суде́бный прецеде́нт (от лат. praecedens, род.п. praecedentis «предшествующий») — решение определённого суда по конкретному делу, имеющее силу источника права (то есть устанавливающее, изменяющее или отменяющее правовые нормы). Прецедентом являются решения, вынесенные по аналогичному делу, разрешённому в рамках аналогичного производства. Прецедент — случай или событие, которое имело место в прошлом и является примером или основанием для аналогичных действий в настоящем. Судебный прецедент — реше",,
ru,B02,B02_S01,Национальный проект «Международная кооперация и экспорт»,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82_%C2%AB%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%D0%B8_%D1%8D%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82%C2%BB,42,Национальный проект «Международная кооперация и экспорт» — один из национальных проектов в России на период с 2019 по 2024 годы. Руководитель проекта – министр промышленности и торговли РФ Денис Мантуров. Куратором проекта в феврале 2020 года был назначен первый вице-премьер Андрей Белоусов.,,
ru,B02,B02_S02,Дипломатия,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BF%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D1%8F,52,"Диплома́тия — деятельность глав государств, правительств и специальных органов внешних сношений по осуществлению целей и задач внешней политики государств, а также по защите интересов государства за границей. Дипломатия является средством осуществления внешней политики государств, и представляет собой совокупность практических мероприятий, приёмов и методов, применяемых с учётом конкретных условий и характера решаемых задач.",,
ru,B02,B02_S03,Выборы в Новгородскую областную думу (2016),https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D0%B1%D0%BE%D1%80%D1%8B_%D0%B2_%D0%9D%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D1%83%D1%8E_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%BD%D1%83%D1%8E_%D0%B4%D1%83%D0%BC%D1%83_(2016),42,"Выборы депутатов Новгородской областной думы шестого созыва состоялись в Новгородской области 18 сентября 2016 года в единый день голосования, одновременно с выборами в Государственную думу РФ. На 1 июля 2016 года в области было зарегистрировано 510 270 избирателей. Явка составила 39,63 %.",,
ru,B02,B02_S04,Городское поселение,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B5_%D0%BF%D0%BE%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5,62,"Городско́е поселе́ние — один из типов муниципального образования в России; город или посёлок городского типа (реже сельского), в которых местное самоуправление осуществляется населением непосредственно и/или через выборные и иные органы местного самоуправления. Городские поселения, не являющиеся городскими округами, входят в состав муниципальных районов. В разделе, посвящённом количеству городских поселений по субъектам Российской Федерации, говорится исключительно о городских поселениях в соста",,
ru,B03,B03_S01,Уравнение Гейзенберга,https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%B0%D0%B2%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_%D0%93%D0%B5%D0%B9%D0%B7%D0%B5%D0%BD%D0%B1%D0%B5%D1%80%D0%B3%D0%B0,131,"Уравнение Гейзенберга — уравнение, описывающее эволюцию квантовой наблюдаемой гамильтоновой системы, полученное Вернером Гейзенбергом в 1925 году. Это уравнение имеет вид: d d t A = i ℏ [ H , A ] + ∂ A ∂ t , {\displaystyle {d \over dt}A={i \over \hbar }[H,A]+{\frac {\partial A}{\partial t}},} где A {\displaystyle \ A} — квантовая наблюдаемая, которая может явным образом зависеть от времени, H {\displaystyle \ H} — оператор Гамильтона, а скобки обозначают коммутатор. В случае открытых, диссипатив",,
ru,B03,B03_S02,Кавеолы,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B2%D0%B5%D0%BE%D0%BB%D1%8B,75,"Кавео́лы (от лат. caveola — «малая пещера») — небольшие (размером 50—100 нм) колбообразные впячивания плазматической мембраны в клетках позвоночных многих типов, в особенности эндотелиальных клетках (где они и были впервые обнаружены), адипоцитах и альвеолоцитах I типа (кавеолы могут составлять 30—70 % мембран этих клеток). В состав кавеол входит ключевой белок — кавеолин, а также такие липиды, как холестерин и сфинголипиды. Кавеолы участвуют в передаче клеточных сигналов, эндоцитозе, онкогенезе",,
ru,B03,B03_S03,Google Sky,https://ru.wikipedia.org/wiki/Google_Sky,59,"Google Sky (Google небо) — приложение Google Maps, позволяющее просматривать космическое пространство, окружающее Землю. Создано при помощи телескопа Хаббл. Выпущено 27 августа 2007 года. С августа 2024 года сервис ""Google Небо"" больше не доступен. При этом приложение Sky Map остается доступным для использования, однако оно более не является официальным проектом Google и передано компанией бывшим разработчикам-энтузиастам как «исторический артефакт».",,
ru,B03,B03_S04,Экспертная система,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D1%82%D0%BD%D0%B0%D1%8F_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0,279,"Экспе́ртная систе́ма (ЭС, англ. expert system) — компьютерная система, способная частично заменить специалиста-эксперта в разрешении проблемной ситуации. Современные экспертные системы начали разрабатываться исследователями искусственного интеллекта в 1970-х годах, а в 1980-х годах получили коммерческое подкрепление. Предшественники экспертных систем были предложены в 1832 году С. Н. Корсаковым, создавшим механические устройства, так называемые «интеллектуальные машины», позволявшие находить реш",,
ru,B03,B03_S05,Глобальное потепление,https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D0%BF%D0%BE%D1%82%D0%B5%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5,135,"Глоба́льное потепле́ние — длительное повышение средней температуры климатической системы Земли, происходящее уже более века, основной причиной чего, по мнению подавляющего большинства учёных, является человеческая деятельность (антропогенный фактор). Начиная с 1850 года, в десятилетнем масштабе температура воздуха в каждое десятилетие была выше, чем в любое предшествующее десятилетие. С 1750—1800 годов человек ответственен за повышение средней глобальной температуры на 0,8—1,2 °C. Вероятная вели",,
ru,B04,B04_S01,Вакцинация,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BA%D1%86%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D1%8F,278,"Вакцина́ция — комплекс мероприятий, направленных на введение в организм антиген-специфичных компонентов (в составе вакцин и анатоксинов) с целью формирования активного защитного иммунитета против определённого инфекционного агента или вырабатываемых ими экзотоксинов, реже для лечения некоторых заболеваний. Успешная вакцинация приводит к иммунизации. Понятия «вакцинация» и «иммунизация» на практике часто используются взаимозаменяемо, однако вакцинация подразумевает лишь процесс введения вакцины, ",,
ru,B04,B04_S02,Внутренние болезни,https://ru.wikipedia.org/wiki/%D0%92%D0%BD%D1%83%D1%82%D1%80%D0%B5%D0%BD%D0%BD%D0%B8%D0%B5_%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8,72,"Вну́тренние боле́зни (терапия, внутренняя медицина) — область медицины, занимающаяся проблемами этиологии, патогенеза и клинических проявлений заболеваний внутренних органов, их диагностики, нехирургического лечения, профилактики и реабилитации. Термин «внутренние болезни» используется также в качестве обобщённого названия заболеваний внутренних органов. К сфере терапии относятся заболевания дыхательной системы (пульмонология), сердечно-сосудистой системы (кардиология), желудочно-кишечного тракт",,
ru,B04,B04_S03,Элвитегравир,https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D0%B2%D0%B8%D1%82%D0%B5%D0%B3%D1%80%D0%B0%D0%B2%D0%B8%D1%80,136,"Элвитегравир (EVG) — ингибитор интегразы, используемый для лечения ВИЧ-инфекции. Был разработан фармацевтической компанией Gilead Sciences, которая в марте 2008 года лицензировала EVG у Japan Tobacco. 27 августа 2012 года препарат был одобрен Управлением по санитарному надзору за качеством пищевых продуктов и медикаментов США (FDA) для использования у взрослых пациентов, впервые начинающих лечение от ВИЧ в составе комбинации с фиксированной дозой, известной как Stribild. 24 сентября 2014 года FD",,
ru,B04,B04_S04,СанПиН,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D0%9F%D0%B8%D0%9D,114,"Санитарные (санитарно-эпидемиологические) правила (СП), нормы (СН), правила и нормы (СанПиН), гигиенические нормативы (ГН) — государственные подзаконные нормативные правовые акты с описаниями и требованиями безопасных и безвредных для человека, популяции людей и потомков факторов среды обитания и их оптимальных и безопасных количественных параметров с целью сохранения здоровья и нормальной жизнедеятельности. Направлены на предотвращение распространения и ликвидацию инфекционных, массовых неинфек",,
ru,B05,B05_S01,Литературные жанры,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%BD%D1%8B%D0%B5_%D0%B6%D0%B0%D0%BD%D1%80%D1%8B,42,"Литерату́рные жа́нры (фр. genre, от лат. genus — род, вид) — исторически складывающиеся группы литературных произведений, объединённых совокупностью формальных и содержательных свойств (в отличие от литературных форм, выделение которых основано только на формальных признаках). Термин зачастую неправомерно отождествляют с термином «виды литературы».",,
